vacancy,min_salary,max_salary,currency,url,source,employer
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39240548?query=sql,https://www.hh.ru, AVICONN
"Программист Delphi, Transact-SQL (MSSQL), C++, C#",80000.0,92000.0,руб.,https://spb.hh.ru/vacancy/39938656?query=sql,https://www.hh.ru," Системные технологии, НПП"
"Database Developer (PL/SQL, jun/mid)",,,,https://spb.hh.ru/vacancy/39526975?query=sql,https://www.hh.ru, Системные технологии
Программист SQL/Delphi/C#,,,,https://spb.hh.ru/vacancy/38887023?query=sql,https://www.hh.ru, Russ Outdoor
Разработчик Oracle PL/SQL,,,,https://spb.hh.ru/vacancy/39448908?query=sql,https://www.hh.ru, Лайт Вел Организейшн
Программист PL/SQL,,,,https://spb.hh.ru/vacancy/35152204?query=sql,https://www.hh.ru,"ООО МОТИВ, телекоммуникационная группа"
Программист SQL,,,,https://spb.hh.ru/vacancy/40008012?query=sql,https://www.hh.ru," Гулливер, сеть супермаркетов"
Программист C#,,,,https://spb.hh.ru/vacancy/39715244?query=sql,https://www.hh.ru,ОАО Тверская Швейная Фабрика
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845199?query=sql,https://www.hh.ru, Работа-это проСТО
Аналитик по продукту (на SQL),,,,https://spb.hh.ru/vacancy/37817714?query=sql,https://www.hh.ru, Армтек
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845200?query=sql,https://www.hh.ru, Работа-это проСТО
"ETL Junior specialist (PL/SQL, Informatica, Exadata)",,,,https://spb.hh.ru/vacancy/39388209?query=sql,https://www.hh.ru, РДТЕХ
Программист SQL/Delphi/C#,,,,https://spb.hh.ru/vacancy/38887042?query=sql,https://www.hh.ru, Russ Outdoor
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845190?query=sql,https://www.hh.ru, Работа-это проСТО
Ведущий Разработчик (SQL),,,,https://spb.hh.ru/vacancy/39850382?query=sql,https://www.hh.ru, Транспортно-Логистический Холдинг Мэйджор
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/38825459?query=sql,https://www.hh.ru, S8 Capital
Программист SQL,,,,https://spb.hh.ru/vacancy/39987354?query=sql,https://www.hh.ru,ПАО Ростелеком
Разработчик Oracle (PL/SQL),,,,https://spb.hh.ru/vacancy/39991678?query=sql,https://www.hh.ru,ПАО Совкомбанк
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845189?query=sql,https://www.hh.ru, Работа-это проСТО
Системный аналитик SQL,,,,https://spb.hh.ru/vacancy/39656595?query=sql,https://www.hh.ru, ДИКСИ. Офис
"ETL Разработчик (PL/SQL, Informatica, Exadata)",,,,https://spb.hh.ru/vacancy/38522188?query=sql,https://www.hh.ru, РДТЕХ
Программист C#,80000.0,130000.0,руб.,https://spb.hh.ru/vacancy/39302894?query=sql,https://www.hh.ru," ЭВРИКА, Санкт-Петербург"
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/37787599?query=sql,https://www.hh.ru," СИБУР, Группа компаний"
Аналитик SQL,50000.0,50000.0,руб.,https://spb.hh.ru/vacancy/38646793?query=sql,https://www.hh.ru,ПАО Совкомбанк
"Аналитик в розничный блок (SQL, SAS)",,,,https://spb.hh.ru/vacancy/39616186?query=sql,https://www.hh.ru,АО Россельхозбанк
Программист SQL,,,,https://spb.hh.ru/vacancy/39952877?query=sql,https://www.hh.ru, Банк Русский Стандарт
Программист C#/SQL (BACKEND),,,,https://spb.hh.ru/vacancy/39203991?query=sql,https://www.hh.ru, Russ Outdoor
Администратор баз данных SQL,,,,https://spb.hh.ru/vacancy/37717009?query=sql,https://www.hh.ru,ООО Сима-ленд
Программист C#/ .NET,60000.0,150000.0,руб.,https://spb.hh.ru/vacancy/38164518?query=sql,https://www.hh.ru, Syntellect (ООО СИНТЕЛЛЕКТ)
Разработчик SQL,110000.0,130000.0,руб.,https://spb.hh.ru/vacancy/39014044?query=sql,https://www.hh.ru, TWIGA Communication Group
Риск-технолог / Аналитик SQL,,,,https://spb.hh.ru/vacancy/39613378?query=sql,https://www.hh.ru, ID Finance
Ведущий аналитик со знанием SQL,,,,https://spb.hh.ru/vacancy/37737318?query=sql,https://www.hh.ru, ГБУЗ Центр Лекарственного Обеспечения Департамента Здравоохранения Города Москвы
Разработчик SQL/ETL,,,,https://spb.hh.ru/vacancy/38800161?query=sql,https://www.hh.ru,ООО Интеллектика
Разработчик OLAP / SQL разработчик,,,,https://spb.hh.ru/vacancy/39856533?query=sql,https://www.hh.ru, СИСЛИНК
Аналитик SQL (GoodZon),,,,https://spb.hh.ru/vacancy/39104353?query=sql,https://www.hh.ru, Ozon Информационные технологии
Программист SQL,78750.0,78750.0,руб.,https://spb.hh.ru/vacancy/39860736?query=sql,https://www.hh.ru,ООО ЕРЦ
Ведущий разработчик Oracle Pl/SQL,,,,https://spb.hh.ru/vacancy/39779470?query=sql,https://www.hh.ru,ООО ИЦ АЙ-ТЕКО
PL/SQL Engineer,,,,https://spb.hh.ru/vacancy/40010549?query=sql,https://www.hh.ru, Coleman Services
Стажер-программист C# .net,30000.0,50000.0,руб.,https://spb.hh.ru/vacancy/39959196?query=sql,https://www.hh.ru,ООО Ёлва
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845194?query=sql,https://www.hh.ru, Работа-это проСТО
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845201?query=sql,https://www.hh.ru, Работа-это проСТО
Аналитик SQL/Python,,,,https://spb.hh.ru/vacancy/38326053?query=sql,https://www.hh.ru," «РОСБАНК, Societe Generale Group», с опытом работы"
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/40011817?query=sql,https://www.hh.ru, АльфаСтрахование Жизнь
Розробник web-рішень на ASP.NET,,,,https://spb.hh.ru/vacancy/39522371?query=sql,https://www.hh.ru,ООО Аврора
Разработчик Oracle (удаленно),,,,https://spb.hh.ru/vacancy/36998454?query=sql,https://www.hh.ru, Русфинанс Банк (Societe Generale Group)
Ведущий разработчик Oracle PL/SQL,,,,https://spb.hh.ru/vacancy/37714513?query=sql,https://www.hh.ru,ООО Сервисный центр Транстелематика
Программист MS SQL,,,,https://spb.hh.ru/vacancy/40007552?query=sql,https://www.hh.ru,ООО Сэльвин
Программист C# / ASP.NET,150000.0,180000.0,руб.,https://spb.hh.ru/vacancy/39769998?query=sql,https://www.hh.ru,ИП Потапов Леонид Викторович
SQL-разработчик,,,,https://spb.hh.ru/vacancy/38951937?query=sql,https://www.hh.ru, СПб ГУП Санкт-Петербургский информационно-аналитический центр
SQL Server DBA Bi Developer,,,,https://spb.hh.ru/vacancy/39706709?query=sql,https://www.hh.ru, ARGO - торговая сеть
Разработчик Oracle (PL/SQL),2000.0,3000.0, USD,https://spb.hh.ru/vacancy/39468435?query=sql,https://www.hh.ru, Кадровое агентство Алексея Сухорукова
Разработчик PL/SQL,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39650419?query=sql,https://www.hh.ru, Открытые Технологии
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39940525?query=sql,https://www.hh.ru,ООО АБП
Программист SQL,,,,https://spb.hh.ru/vacancy/40008083?query=sql,https://www.hh.ru,ООО Аврора-ИТ
.NET C# разработчик,,,,https://spb.hh.ru/vacancy/40013608?query=sql,https://www.hh.ru, ecomsolutions
Разработчик Oracle PL/SQL,,,,https://spb.hh.ru/vacancy/39956055?query=sql,https://www.hh.ru, Hyundai GLOVIS
Программист MS SQL,,,,https://spb.hh.ru/vacancy/39942466?query=sql,https://www.hh.ru,
Программист (удаленно),,,,https://spb.hh.ru/vacancy/39953926?query=sql,https://www.hh.ru,ООО Нова
Программист SQL,,,,https://spb.hh.ru/vacancy/39999469?query=sql,https://www.hh.ru, Технопарк
Аналитик SQL,,,,https://spb.hh.ru/vacancy/39978174?query=sql,https://www.hh.ru,
Программист SQL,,,,https://spb.hh.ru/vacancy/40007422?query=sql,https://www.hh.ru, Системные Технологии
Программист C#,60000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39841717?query=sql,https://www.hh.ru, НТЦ Комплексные Системы
Программист SQL / Разработчик баз данных,,,,https://spb.hh.ru/vacancy/39746697?query=sql,https://www.hh.ru,ИП Гальченко А.И.
SQL-разработчик,,,,https://spb.hh.ru/vacancy/39993618?query=sql,https://www.hh.ru,ПАО РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК
Системный аналитик SQL,,,,https://spb.hh.ru/vacancy/39656594?query=sql,https://www.hh.ru, ДИКСИ. Офис
Разработчик PL/SQL,60000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39767494?query=sql,https://www.hh.ru,ООО Парадигма
Программист SQL/Delphi/C#,,,,https://spb.hh.ru/vacancy/39721290?query=sql,https://www.hh.ru, Russ Outdoor
"Разработчик PL/SQL (СУБД Oracle, ПП Парус)",,,,https://spb.hh.ru/vacancy/39715919?query=sql,https://www.hh.ru,ООО Профиль
C#/.Net Developer (можно удаленно),,,,https://spb.hh.ru/vacancy/39965022?query=sql,https://www.hh.ru, Ultima BusinessWare
Разработчик SQL / Программист БД,,,,https://spb.hh.ru/vacancy/39472706?query=sql,https://www.hh.ru,ООО Дженикс
Ведущий разработчик SQL,,,,https://spb.hh.ru/vacancy/39964672?query=sql,https://www.hh.ru, Группа компаний ПИК
Программист баз данных SQL,,,,https://spb.hh.ru/vacancy/39476163?query=sql,https://www.hh.ru,ООО КИП-Сервис
Oracle PL/SQL Developer (middle),,,,https://spb.hh.ru/vacancy/39888213?query=sql,https://www.hh.ru, Фарлеп-Инвест
Senior SQL,,,,https://spb.hh.ru/vacancy/39732416?query=sql,https://www.hh.ru,ПАО БыстроБанк
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39677574?query=sql,https://www.hh.ru, РТ МИС
Программист C#/ASP.NET,,,,https://spb.hh.ru/vacancy/39820027?query=sql,https://www.hh.ru,ООО Розум Системс
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39983069?query=sql,https://www.hh.ru,  Rendez-Vous. IT
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39795806?query=sql,https://www.hh.ru, РТ МИС
Программист SQL,,,,https://spb.hh.ru/vacancy/39617994?query=sql,https://www.hh.ru, САМО-Софт
Программист SQL,80000.0,100000.0,руб.,https://spb.hh.ru/vacancy/39489361?query=sql,https://www.hh.ru,ООО Авто-Траст
Программист C#,70000.0,130000.0,руб.,https://spb.hh.ru/vacancy/39728495?query=sql,https://www.hh.ru,ООО АНКОМ+
Младший разработчик MS SQL/младший BI-разработчик,,,,https://spb.hh.ru/vacancy/39467429?query=sql,https://www.hh.ru, Lasmart
Программист C#/ASP.NET,,,,https://spb.hh.ru/vacancy/39815167?query=sql,https://www.hh.ru, ТКсэт
Программист Oracle PL/SQL,,,,https://spb.hh.ru/vacancy/38397504?query=sql,https://www.hh.ru,АО НПФ «Открытие»
Аналітик баз даних,,,,https://spb.hh.ru/vacancy/39949702?query=sql,https://www.hh.ru, Roshen Центральный офис
Программист C#/SQL (BACKEND),,,,https://spb.hh.ru/vacancy/39721367?query=sql,https://www.hh.ru, Russ Outdoor
Программист C#/SQL (BACKEND),,,,https://spb.hh.ru/vacancy/39204052?query=sql,https://www.hh.ru, Russ Outdoor
Программист баз данных,100000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39607738?query=sql,https://www.hh.ru, Infodata
Программист-разработчик (Oracle PL SQL),,,,https://spb.hh.ru/vacancy/39974573?query=sql,https://www.hh.ru,АО ЕВРОЦЕМЕНТ груп
Программист C#.NET,110000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39048092?query=sql,https://www.hh.ru, Федеральная сеть книжных магазинов Читай-город
Программист MS SQL + C# (интеграционные проекты) в офис,,,,https://spb.hh.ru/vacancy/39522654?query=sql,https://www.hh.ru, Мэйджор
Разработчик Oracle,,,,https://spb.hh.ru/vacancy/40004088?query=sql,https://www.hh.ru, Яндекс
Ведущий разработчик Oracle PL/SQL,,,,https://spb.hh.ru/vacancy/39992499?query=sql,https://www.hh.ru, Hyundai GLOVIS
Web-программист ASP.NET,110000.0,130000.0,руб.,https://spb.hh.ru/vacancy/39959625?query=sql,https://www.hh.ru,ООО АйТи Сервис
Разработчик БД (MS SQL),,,,https://spb.hh.ru/vacancy/39599542?query=sql,https://www.hh.ru, Компания ПЭК
".Net Developer (C#, JS, SQL)",,,,https://spb.hh.ru/vacancy/39552950?query=sql,https://www.hh.ru, One Inc. Russia
Главный разработчик (DWH\SQL),,,,https://spb.hh.ru/vacancy/32732239?query=sql,https://www.hh.ru, НПФ БУДУЩЕЕ
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39946840?query=sql,https://www.hh.ru, Банк Русский Стандарт
"C#, angular, asp.net core, mssql specialist",120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39936478?query=sql,https://www.hh.ru, Haraba
Ведущий инженер-программист,55000.0,,руб.,https://www.superjob.ru/vakansii/veduschij-inzhener-programmist-34452156.html,https://www.superjob.ru,«Северо-Западный региональный центр Концерна ВКО «Алмаз-Антей» - Обуховский завод»
Программист Visual Basic.Net,100000.0,,руб.,https://www.superjob.ru/vakansii/programmist-visual-basic-34083700.html,https://www.superjob.ru,"ЦКБ МТ ""Рубин"""
Программист (клиент-серверная разработка),,,,https://www.superjob.ru/vakansii/programmist-34780244.html,https://www.superjob.ru,Конфидент
Разработчик отчетности,,,,https://www.superjob.ru/vakansii/razrabotchik-otchetnosti-34810802.html,https://www.superjob.ru,1000 и 1 сумка
Программист C++,,,,https://www.superjob.ru/vakansii/programmist-c-34647010.html,https://www.superjob.ru,Дэйлсофт (DaleSoft)
Системный администратор,80000.0,,руб.,https://www.superjob.ru/vakansii/sistemnyj-administrator-34799691.html,https://www.superjob.ru,Балтийский текстиль
